Index,Sentence
14023,"Sur le moment, je n'y ai vu."
14024,Il lui montre le portrait-robot.
14025,Il avait d'excellentes références.
14026,Le contact fut très bref.
14027,Ses vitres étaient fumées.
14028,Il n'y avait pas de concurrence.
14029,Je l'avais fourni moi-même.
14030,On crut qu'elle souffrait.
14031,Banforth donnait l'impression d'être contraint.
14032,Vous voyez quelquefois passer des gens ?
14033,Son thérapeute l'a aidée à le convaincre.
14034,Il eut un rire étrange.
14035,Je demandai : Je suis trop novice ?
14036,"Au bout de l'ignorance, le bonheur."
14037,Eccles fut interné à Ventura.
14038,Borchard lui fournit des explications.
14039,Le personnel et les patients allaient et venaient.
14040,Il y avait plusieurs pancartes.
14041,Il a été confronté à un enfant terrifiant.
14042,Elle avait les lèvres pâles et sèches.
14043,Cette étiquette était agrafée.
14044,Il ouvrit la bouche grande.
14045,C'était un inspecteur de Beverly Hills.
14046,La denture permit l'identification.
14047,"Merci, mais je préfère travailler."
14048,"Rien pour le New Jersey, Floride."
14049,T'as vu comment j'encourage la jeunesse?
14050,Un juge avait ordonné le traitement.
14051,Je ne vous en dirai pas plus.
14052,"Si Huggler s'introduit ici,"
14053,Milo reposa le bocal.
14054,qu'ils sont un tas de bénévoles.
14055,Un rouquin s'avança.
14056,C'est pourquoi il cherchait un médecin.
14057,C'était un patient modèle.
14058,Elle se plaignait d'être embrouillée.
14059,Cela a fait des trous.
14060,Il va falloir jouer discret.
14061,Deux séries d'empreintes de pattes traversaient la zone.
14062,Ce client se trouvait ici.
14063,Un des gardiens aurait tué sa femme.
14064,J'ai présenté ma carte.
14065,C'était la localisation de la confrontation.
14066,Il était inquiet pour elle.
14067,C'étaient des enfants en fauteuil roulant.
14068,Raul demande comment c'est possible.
14069,Son bras droit pendait le long cuisse.
14070,Question : pourquoi ai-je fait ça ?
14071,Cela fut fait au nom de la médecine.
14072,Où mènent ces voies ?
14073,Des liasses de reçus étaient là.
14074,Elle était fréquentée par les gens.
14075,"Il a fait quoi au juste, ce minable?"
14076,"Je dis : ""Salut, Grant !"
14077,Elles dataient de l'époque de Ventura.
14078,Quand tu fais parler les gens.
14079,Les gens se raccrochent au quotidien.
14080,On l'avait embauchée pour nettoyer les granges.
14081,Il fait la manche comme Eccles.
14082,C'était des foutaises.
14083,Il avait poussé un passant.
14084,Il nous fut aisé de mettre un nom.
14085,Des taches curieuses furent relevées.
14086,qu'il a changé.
14087,Cela n'a aucune importance.
14088,on m'a confié au dispensaire.
14089,Il tenait un crayon à la main.
14090,"Sous les liasses, une boîte était là."
14091,Elle venait d'un cahier à spirale.
14092,Elles étaient consacrées à la psychologie.
14093,J'en étais en quelque sorte le maire.
14094,Il ne voulait pas l'embêter.
14095,Il est venu chez vous.
14096,La colle se devinait au pourtour.
14097,Il y a eu trois appels.
14098,Deux apprentis clowns détendaient l'atmosphère.
14099,Ventura ferme bientôt.
14100,Il les avait infligées à Quigg.
14101,Je me demande à qui elle s'en prend !
14102,Il a disparu dans la nature.
14103,Il y avait beaucoup d'animaux.
14104,que Quigg traversait une passe ?
14105,A-t-il exprimé des remords ?
14106,Beverly Hills émergeait à peine.
14107,Il a pris du steak et des œufs.
14108,Qu'a fait ce minable ?
14109,C'était dans le ciel gris satin.
14110,Pensez aux thérapeutes au cinéma.
14111,Ça détonnait avec son physique.
14112,Je vous assure que vous faites fausse route.
14113,Pourquoi attendre si longtemps pour se venger ?
14114,Mais je vous préviens.
14115,Elles ont eu maille à partir.
14116,Je la cherchais depuis une heure.
14117,On nous promet des robots bientôt.
14118,Il n'a pas idée de l'importance.
14119,Je descendis mes pouces plus bas.
14120,Mais il respirait correctement enfin.
14121,Mais il a commandé à manger.
14122,Nous étions au plat de résistance.
14123,Lui demander si elle est revenue.
14124,Il empoigna les accoudoirs.
14125,Je connais une pizzeria.
14126,Connaissez-vous Laguna Beach ?
14127,Maman les estimait inguérissables.
14128,Des clichés polaroïds fanés étaient là.
14129,C'était juste après le portrait-robot.
14130,Quelqu'un pour me renseigner sur Ventura ?
14131,Milo sortit la carte Borchard.
14132,Un escroc doublé d'un assassin ?
14133,Il n'a pas pu s'empêcher de rire.
14134,Elle porte bien son nom.
14135,Le problème est qu'il buvait souvent.
14136,Il avait de longs membres.
14137,Elle fut impressionnée d'un tel engagement.
14138,"Moi aussi, j'ai eu peur."
14139,Il aimait l'histoire.
14140,Nous balaierions ces affronts.
14141,Le numéro était identique.
14142,Du sang doit être versé.
14143,Vous me placez dans une posture délicate.
14144,Mon chandail griffé n'était pas drôle.
14145,Faisons quelque chose alors.
14146,J'aurais trouvé barbare d'exposer un si jeune enfant.
14147,C'était au-dessus de San Luis Obispo.
14148,Cela n'est pas précisé dans le rapport.
14149,L'inscription était en lettres gothiques.
14150,Il faudra voir un vétérinaire.
14151,Il attendait que je rentre du marché.
14152,Les arbustes formaient un rideau.
14153,Raul demande quand ça sera.
14154,Je m'étais contenté d'un jean.
14155,Voyons s'il est inscrit chez nous.
14156,Cela avait traîné.
14157,Elle joua de l'index.
14158,Ça doit sembler insensé.
14159,Je n'en crois pas mes oreilles.
14160,Il avait arme au poing.
14161,C'était une très bonne mère.
14162,"À droite et à gauche, l'azur."
14163,Je n'ai trouvé aucun Pitty.
14164,Morro Bay est près d'Atascadero.
14165,Il n'y a pas de lien avec Glenda Usfel.
14166,"Un peu toqué, comme ça."
14167,Prenez deux verres.
14168,Il y avait des lésions dues à encéphalite.
14169,Il paraissait adapté.
14170,Huggler n'avait pas les moyens de ses services.
14171,Il contempla le champ par la végétation.
14172,Il occupait un poste déconsidéré.
14173,Ces piliers étaient enduits de stuc.
14174,Un coup de klaxon retentit.
14175,Elle a mentionné votre nom.
14176,Sa mère est une vieille amie.
14177,On vérifiera les postes restantes.
14178,Blanche s'approcha doucement.
14179,On n'a pas voulu le mettre avec des adultes.
14180,Pourquoi attendre avant de s'en prendre au cracheur?
14181,Milo ne savait pas comment faire.
14182,Il fut traité deux décennies auparavant.
14183,Il fut conçu pour rassurer.
14184,Le corps de l'infirmière Morton aussi.
14185,Je l'ai remercié.
14186,Elle pensait à cela tout le temps.
14187,Je cherchais de nouveau un sens.
14188,Autant terminer le travail.
14189,On attendait d'entamer l'exploration.
14190,"Quand j'y suis arrivé, tout cela était terminé."
14191,Il répond ni dans ce monde ni dans l'autre.
14192,Il informa le secouriste.
14193,Ils attendent une autre occasion.
14194,C'était juste avant qu'Eccles n'arrive.
14195,Pendant les travaux de jardinage.
14196,Cinq meurtres sans trace matérielle.
14197,Elle travaillait le soir.
14198,"Il mentait, bien évidemment."
14199,Biro n'avait pas précisé son service.
14200,C'était une ronce plus coriace.
14201,Ils avaient une couleur de citrouille.
14202,Il y avait des kakuros.
14203,"Milo grommela : ""Maudit paysage."
14204,Elle était sur le minuscule écran.
14205,Une phobie médicale ?
14206,Elle contempla la splendeur du ciel.
14207,Il toussa et sourit légèrement.
14208,Il me tendit son verre.
14209,Je demandai : À quel type d'enfants ?
14210,Quels étaient ses aliments préférés ?
14211,Son partenaire Raul Biro appelait.
14212,Nous voilà bien avancés.
14213,Il m'avait conseillé de m'habiller.
14214,C'était avant le déjeuner.
14215,L'endroit est humide et sans fenêtres.
14216,Milo demande si un chien l'accompagnait.
14217,Vita était une langue de vipère.
14218,C'était l'autopsie de James Pittson Harrie.
14219,Vous nous infligez votre sale gosse.
14220,C'est de la livraison à domicile.
14221,Une liste qu'ils cochent.
14222,Il a financé une étude importante.
14223,Il laisse sonner et tape sur la table.
14224,Pourquoi n'appelez-vous pas votre patron ?
14225,Vous avez bien fait de parler.
14226,Il lui est arrivé quelque chose?
14227,L'ordre vient directement de mon boss.
14228,C'est peut-être sa maladie mentale.
14229,Il pouvait attirer la compassion.
14230,Les équipes à Ventura s'évertuaient.
14231,Il a expliqué son changement de carrière.
14232,Je pense du bien du Dr Angel.
14233,Elle vivait seule avec son fils.
14234,Elle me fit taire d'un geste.
14235,Il garda cette posture.
14236,Ils ne firent pas la fine gueule.
14237,"Le cinglé par les tunnels, super film !"
14238,Il n'avait pas de casier.
14239,Je lui parlerais avec toi.
14240,"Je décrochai, prêt à servir mon laïus."
14241,"Jamais, dit l'homme."
14242,C'était une thérapie alternative.
14243,Je lui décrivis l'individu.
14244,Je dis : Si tu permets.
14245,Elle affectionnait les tailleurs de qualité.
14246,Un pin's balle de golf ornait sa poitrine.
14247,Elle disparut à l'ouest.
14248,La douleur irradia mon visage.
14249,Je demandai : Un teigneux repenti ?
14250,Il y aurait un grand raffut.
14251,Il y avait des sudokus.
14252,Habitat luxueux pour retraités exigeants?
14253,Ils ont divorcé quand j'avais quatre ans.
14254,Il y avait des cookies.
14255,Vous voulez de l'aide ?
14256,Combien d'entrées y a-t-il?
14257,"Lui, il fait semblant."
14258,Avec des schémas d'anatomie.
14259,Elle avait des cookies et du gâteau.
14260,Petra aussi conserve l'enquête.
14261,Vous voulez que je vous montre ?
14262,Quelque chose s'est passé le jour.
14263,Date retouchée avec Photoshop.
14264,Votre frère et sœur ont laissé un message.
14265,Elle a insulté le faux Dr Shacker.
14266,Appelez quelqu'un sur place.
14267,Il a les muscles bien développés.
14268,Elle demande s'il est de la brigade des homicides.
14269,Mais ils s'étaient focalisés sur l'agresseur.
14270,"Peut-être bien, que puis-je dire ?"
14271,"Lieutenant, si vous permettez que j'y aille..."
14272,La dépose était récente.
14273,La photo montre James Pittson Harrie.
14274,C'est réjouissant pour moi.
14275,Il avait vendu des revues de jeux.
14276,Je vais réunir Banforth et Shimoff.
14277,Il est allé dans d'autres établissements.
14278,Ça ne colle pas avec Colin Quigg.
14279,Il cible nos cinglés.
14280,"Milo demanda : ""Quel est le problème ?"
14281,Ça me semble radical.
14282,C'était il y a plus de vingt-cinq ans.
14283,Pour venger les torts d'hier et d'aujourd'hui.
14284,Je n'avais jamais entendu parler de vous.
14285,L'injure franchit les lèvres de Vita.
14286,Le débit était faible toutefois.
14287,Ce vêtement était trop chaud.
14288,C'était la première fois que ça arrivait.
14289,C'était trop long.
14290,Colin doit passer.
14291,Le portrait-robot fut diffusé.
14292,"Ah, une dernière chose."
14293,C'était une question superflue.
14294,Pour une raison ou une autre.
14295,La facilité avec laquelle nous avions franchi...
14296,Son éducation fut tout sauf optimale.
14297,Il était à San Vicente.
14298,Il en fallait beaucoup pour la perturber.
14299,Elle fut pleine de tact.
14300,Il y avait des mots mêlés.
14301,Il n'y a pas besoin de culture.
14302,Pourquoi attendre cinq ans pour l'éliminer?
14303,Eccles s'est levé.
14304,Sa voix était haut perchée et enfantine.
14305,Même réponse : je n'en sais rien.
14306,"En fait, je brasse des pensées."
14307,Il daigna la caresser.
14308,"C'est bon, je peux y aller ?"
14309,Elle assure que ça fonctionne comme ça.
14310,Je lirai Spinoza et Leibniz.
14311,"Sous les photos, une liasse d'articles."
14312,Il la tue deux ou trois mois après.
14313,Il pouvait fournir un signalement.
14314,"Pour Huggler, ce serait intervenu."
14315,Cela venait de l'extrémité est du parc.
14316,Elles s'attardent dans le coin.
14317,Je me souviens du base-ball.
14318,Leur importance reste à déterminer.
14319,Il pria le conducteur de patienter.
14320,La tranquillité de nos résidents est primordiale.
14321,Notre homme a peut-être la mémoire longue.
14322,Borchard se positionna sur le béton.
14323,Une infirmière en chef présenta les services.
14324,Aucun son ne s'échappa d'abord.
14325,"Normalement, elle doit finir son assiette."
14326,Je suis certain qu'ils touchent des pensions.
14327,Quel âge avait-il ?
14328,Il poursuivait ses investigations.
14329,Un enfant qui dessinait des points d'interrogation.
14330,Cela peut donner lieu à diverses interprétations.
14331,Petra tapota le mur de pierre.
14332,Je sortis un billet de vingt dollars.
14333,Aucun n'était d'Emil Cahane.
14334,Elles étaient disparates.
14335,il doit alors payer.
14336,Elle rechigna à prévenir le chef.
14337,Son cerveau cherchait à comprendre.
14338,Les chiens vous la signaleraient.
14339,qu'il est peut-être lui.
14340,Il était sous escorte.
14341,"Un peu au-delà, un portail apparut."
14342,Il a postulé à Atascadero.
14343,Celle-ci fut réunie par le président.
14344,"C'était toujours 'le', 'lui' ou 'il'."
14345,J'interrogerais les structures d'accueil.
14346,d'une voix tonitruante
14347,Je pouvais tirer sans le mettre danger.
14348,L'homme à la canadienne les avait infligées.
14349,Vos conditions de sécurité sont strictes?
14350,Il y avait de la viande séchée.
14351,Il y avait des sweats.
14352,Même l'arrestation de Huggler.
14353,Épargnez-nous toutes complications.
14354,"C'est merveilleux, dis-je."
14355,Nous ouvrions le passage de nos bras.
14356,Il ne semblait pas en choc.
14357,Il est aussi précisé: niché dans un cadre sylvestre.
14358,La plaque se souleva enfin.
14359,Ils n'ont pas attendu pour travailler.
14360,On s'asseyait et on attendait.
14361,Ils dissèquent toutes sortes de bestioles.
14362,Je vous laisse tranquilles.
14363,Aucun lien avec mon mari.
14364,L'un ou l'autre garde rancune.
14365,C'est le kit du violeur assassin.
14366,Nous avons la charrue avant les bœufs.
14367,On m'en a informé.
14368,Même les psychopathes se justifient.
14369,Nous nous lancions de temps à autre
14370,Ils accueillent sans-papiers ici.
14371,C'était dans le sens des aiguilles montre.
14372,Wainright y travaillait à l'époque.
14373,Il s'arrêta et releva l'arrière.
14374,Il jouait comme un enfant.
14375,C'était un réflexe protecteur.
14376,"À notre apogée, nous étions très progressistes."
14377,Je voulais prendre le temps de délibérer.
14378,Ce sont des pistes pour le retrouver.
14379,Il jouait en solo.
14380,Raul demande à quel titre elle le fait.
14381,Il s'offrait un solide petit déjeuner.
14382,"C'est-à-dire ?"", demandai-je."
14383,Ils reliaient certains bâtiments de l'hôpital.
14384,Je lui ferai part de votre appel.
14385,Combien de victimes au juste ?
14386,Je voudrais lui parler des enfants malades.
14387,Il portait une robe de chambre.
14388,Il est tout à fait mort.
14389,Il provoquait des ennuis dans le quartier.
14390,"Vous plaisantez, monsieur ?"
14391,Puis on a repéré un café.
14392,Il se servit du bourbon.
14393,C'était depuis l'arrestation de Huggler.
14394,Pourquoi pas se faire un petit plaisir ?
14395,La police a des raisons de penser.
14396,"Oui et non, ce n'est pas clair."
14397,Il était doublé de velours vert.
14398,Ça fait une vaste étendue.
14399,Il pointa la masse sans défense.
14400,L'homme s'approchait avec une canne.
14401,On lui a diagnostiqué une tumeur.
14402,Nous passions en revue les cas.
14403,L'accès au tunnel fut difficile.
14404,C'était avec une femme belle et brillante.
14405,C'était il y a vingt-quatre ans.
14406,"S'il te rappelle, tant mieux , dit Milo."
14407,"Sinon, j'aborderai les autres victimes."
14408,C'était le Western Pédiatrie.
14409,Je ne vois pas le rapport.
14410,Le sandwich était simple et chiche.
14411,Clarice Jernigan était pathologiste.
14412,Genre coups de règle métallique sur doigts.
14413,Il réapparut en voiturette de golf.
14414,Je ne pouvais me départir d'un sentiment.
14415,qu'il faudrait demander à son médecin.
14416,Ils n'avaient pas leur place à Ventura.
14417,Milo me fit signe de suivre.
14418,Il était ophtalmologiste à Seattle.
14419,Une vieille enseigne émaillée était vissée.
14420,"Quand ça, demandai-je."
14421,C'était le premier indice.
14422,C'était comme un léger vibrato.
14423,Elle a rédigé une ordonnance pour trois mois.
14424,Un enquêteur du coroner se chargea du bocal.
14425,Elle était vraiment là pour visiter ?
14426,À moins d'un élan masochiste.
14427,Il parcourt les documents.
14428,Nous observâmes leurs zigzags.
14429,Un inspecteur la joignit ensuite.
14430,Des ingénieurs et des anatomistes.
14431,Vous vous souvenez de lui ?
14432,Il marchait dans les collines.
14433,C'était à Cross Creek.
14434,J'ai effectué une nouvelle ronde.
14435,C'était éhonté et manipulateur.
14436,Toujours aucun signe des suspects.
14437,Il posa son regard sur le gâteau.
14438,C'était un numéro de téléphone fixe.
14439,Peut-être y faisait-on courir les fous.
14440,C'était de l'histoire ancienne.
14441,Elles étaient toutes pour mauvais stationnement.
14442,Elle a une beauté anguleuse.
14443,Ces taches étaient sur les schémas.
14444,Le Sikh a souri.
14445,Tant pis pour l'authenticité.
14446,Le titillement aux confins de mon esprit avait disparu.
14447,Il avait des yeux doux.
14448,Il régulait son métabolisme.
14449,La diffusion dura trente-deux secondes.
14450,Il était un cinglé confirmé.
14451,Il portait une canadienne.
14452,Il y avait trop de battage.
14453,Je ne pus m'empêcher de lancer
14454,"Quelques instants plus tard, elle dit :"
14455,Elle était apposée à ce mur.
14456,La victime avait eu le cœur transpercé.
14457,On apercevait un champ marron.
14458,"Les Villas du Rivage, c'est le nom."
14459,Mis à part l'usurpation d'identité.
14460,Les joints étaient crasseux.
14461,Maria Thomas en manquait.
14462,Il fit un troisième essai.
14463,Je le suivis jusqu'au bord du champ.
14464,Il avait été arrêté.
14465,Louie se retourna.
14466,J'ai accepté par arrogance.
14467,"Sinon, j'aborderai les victimes."
14468,Il n'avait pas atteint la chaise.
14469,Milo m'avait demandé deux fois.
14470,Entamons-les là où tout a commencé.
14471,L'obscurité leur convient bien.
14472,qu'il est nerveux.
14473,Je repense à Louis Wainright.
14474,Elle prend plaisir à la traque.
14475,On peut supposer qu'il conduit sans permis.
14476,"Reed griffonnait ""négatif""."
14477,Il parla contre Huggler.
14478,Je commençai par Trude.
14479,Il était trop perturbé et confus.
14480,J'espère sincèrement que vous allez le coincer.
14481,"En voiture, messieurs."
14482,Nous pouvions explorer le centre.
14483,Elle était veuve d'un chef d'orchestre.
14484,Il est en réunion présentement.
14485,C'était la partie orientale de l'hôpital.
14486,On pratiquait des stérilisations contraintes.
14487,Une forte dose de stimulant cardiaque.
14488,Quelque chose pour le démentir ?
14489,Qu'est-ce que je dois dire ?
14490,Il but la moitié d'un trait.
14491,C'était le premier indice pour elle.
14492,Les méchants ont un flair particulier.
14493,La piste des pensions n'a rien donné?
14494,Il m'arrive de regretter ma maison.
14495,Ils étaient enfermés pour déficience.
14496,Ça lui a pris quand il a été interné.
14497,Qu'est-ce que ce bordel ?
14498,Milo appela la police.
14499,Nous étions jeunes quand papa est mort.
14500,Nous pensons qu'il pourrait y avoir.
14501,qu'il existe des dossiers.
14502,Elle choisit une clé.
14503,Un an et quelques mois.
14504,Je souhaite parler au Dr Cahane.
14505,Il m'a décoché une nouvelle œillade.
14506,Quelle urgence y avait-il?
14507,Il l'avait mis à un type.
14508,Avez-vous des éléments concrets ?
14509,Mais le doigt se recourba.
14510,Mais il fallait interroger Huggler.
14511,Je ferai de mon mieux.
14512,Raul demande si le psychologue a donné son nom.
14513,Elle lut l'adresse et le téléphone.
14514,Un magnifique restaurant italien est ouvert.
14515,Le tempérament brusque d'Usfel.
14516,Vingt ans d'hôpital public donnent droit à retraite.
14517,Le prisonnier avait assez bon teint.
14518,Deux autres choses à signaler.
14519,D'une balle dans la nuque.
14520,Je coordonne toutes les activités.
14521,Ces bêtes étaient abandonnées.
14522,J'en fis autant.
14523,À Ventura State.
14524,Le second portrait-robot était affiché.
14525,"Vous et madame, un week-end."
14526,Je décrivis le silence figé là-bas.
14527,Il fera le père Noël à Noël.
14528,Petra note l'attente pour Vita Berlin.
14529,Eccles s'est mis à l'insulter.
14530,Ils étaient enduits de stuc marbré.
14531,que ce n'est pas urgent.
14532,Il ne se doutait pas de leur aide.
14533,C'était une sorte de triangle.
14534,C'est une zone grise.
14535,L'argent n'est pas à négliger.
14536,Il était bleu ciel.
14537,"C'est bon, à toi de jouer !"
14538,Il a travaillé ici.
14539,C'était jusqu'à la Seconde Guerre mondiale.
14540,Vous seriez prêt à travailler avec un dessinateur ?
14541,Il fuma avec son collègue.
14542,Il la passa aux autres.
14543,Ils me rendent à l'abri.
14544,Le patron de maman était psychiatre.
14545,Elle porta le verre à ses lèvres.
14546,Il demande ce qu'il y a.
14547,Il n'était pas chargé.
14548,Ça ne va pas être possible.
14549,Quelle était la contrepartie?
14550,"Oui, c'est possible."
14551,Raul répète un espace.
14552,Raul demande quelle spécialité.
14553,Alex Shimoff déposa son dessin.
14554,Je vais continuer de creuser.
14555,J'étais furieux que mon équipe n'ait pas agi.
14556,Il avait croisé l'enfant bien longtemps.
14557,qu'on garderait une trace.
14558,Le quartier commerçant de Beverly Hills.
14559,Son troisième divorce l'avait affectée.
14560,Elle ne le connaît pas.
14561,Nous étions exclus des 'soins spécialisés'.
14562,Commencez de Morro Bay vers le sud.
14563,Il voulait cambrioler un médecin.
14564,Bonne chance à vous tous!
14565,Elle finit par le traiter.
14566,Colin Quigg travaillait à l'hôpital.
14567,"Bon locataire ?"", demanda Milo."
14568,"Des souris, des écureuils, des lézards."
14569,À la base du cou.
14570,C'était une femme insupportable.
14571,Empoignade avec un touriste aussi.
14572,Et un enfant opéré.
14573,Il était lisse et serein.
14574,Plusieurs couteaux de cuisine.
14575,Il avait toutes les chances de vivre.
14576,Milo planta ses doigts dans paluches.
14577,"À notre retour, il n'était plus là."
14578,"Shacker, Pitty s'en est occupé."
14579,Il n'avait pas touché de pots-de-vin.
14580,Il était le directeur.
14581,Ses yeux avaient de l'éclat.
14582,Vita est un exemple.
14583,C'était la sortie pour Robertson.
14584,Deux séries d'empreintes traversaient la zone.
14585,J'ai conservé quelques revenus.
14586,Qu'est-ce que vous pouvez me dire d'autre ?
14587,Elle termina une nouvelle phase.
14588,Il se redressa.
14589,Je suis allé voir ce qui se passait.
14590,"À ce stade, les flics examinent tout."
14591,Il n'y avait aucun signe de vie.
14592,Il s'associait à un personnage perturbé.
14593,Il pourrait y avoir huit victimes.
14594,Huggler est-il impliqué?
14595,Le gardien a eu l'intelligence de se venger.
14596,Je voulais me montrer raisonnable.
14597,Milo exhiba son badge.
14598,Elle mangeait parfois au Bijou.
14599,Elle dévoila quelques éléments à bon escient.
14600,Blanche se mit sur le dos.
14601,Notre fils Jared s'en plaint.
14602,Elles n'affichent pas le numéro appelant.
14603,Sa plaque était en position ouverte.
14604,Milo ne ralentit pas son allure.
14605,Je l'ai entendu s'en plaindre.
14606,Milo garde toujours des chiffons dans coffre.
14607,Une caméra était fixée au montant.
14608,Les policiers notent ces détails.
14609,Je dis : J'ai quelques questions supplémentaires.
14610,"C'est quoi, Petra?"
14611,Huggler y aurait obtenu son ordonnance.
14612,Il a déjà expliqué ça.
14613,J'ai admiré les lions de mer.
14614,Je dois vous laisser maintenant.
14615,Cela pourrait expliquer ses problèmes psychologiques.
14616,Il se fait passer pour un psy.
14617,Quelqu'un fera une crise cardiaque.
14618,Un responsable m'a prévenu.
14619,Elle n'était pas verrouillée.
14620,Je dis : Je ne sais pas.
14621,"Le soir, il n'y a personne."
14622,Il était prévu de conserver les bâtiments.
14623,Il avait deux mètres de diamètre.
14624,"Il transpirait, demandai-je."
14625,Je me tins à côté de lui.
14626,Le vrai Shacker était belge.
14627,Les barreaux étaient plus épais.
14628,Comme les manuels d'étudiants.
14629,Avait-elle une recette de psychologue ?
14630,Il faisait face au fauteuil de Cahane.
14631,L'avis de recherche de Sean pourrait porter ses fruits.
14632,Elle prit un chewing-gum dans son sac.
14633,Je suis retourné à la voiture.
14634,J'ai eu le Dr Cahane comme directeur.
14635,Personne ne traînait dehors la plupart du temps.
14636,Il est venu pour renouveler son ordonnance.
14637,Il y a forcément eu une victime.
14638,que c'est la brigade des homicides.
14639,Robin nous rejoignit ensuite.
14640,Il suffit maintenant d'utiliser.
14641,Je venais de perdre mon père.
14642,Il ouvrit un tiroir.
14643,Passe la main droite.
14644,Petra apprit autre chose.
14645,Je l'ai emmenée en croisière.
14646,Il devait durer pendant son séjour.
14647,Mes paroles font illusion aussi.
14648,La facilité nous démentait.
14649,Le mobile devait remonter à l'enfance.
14650,Elle était une furie.
14651,C'est pour me vider l'esprit.
14652,Il s'est plaint une seule fois.
14653,C'est bon ?
14654,Petra et moi avons une séance.
14655,J'ignore d'où elle venait.
14656,Merci d'autoriser les investigations.
14657,Je révisai mon hypothèse sur les points d'interrogation.
14658,Votre maniaque n'est pas ici.
14659,Après le troisième échec.
14660,Elle me renvoya : Vous !
14661,Il s'engage dans l'escalier.
14662,"Donc, le garçon allait bien."
14663,Raul demande si cela est lié à l'ablation.
14664,Milo lui expliqua la situation.
14665,Mais il refusait de parler.
14666,Jusqu'à cet épisode.
14667,C'était sympathique et bizarre.
14668,Retirer un organe sans justification.
14669,Colin Quigg est venu tout gâcher.
14670,Cela dura plusieurs mois.
14671,Le sol et le plafond étaient blancs.
14672,Une prise de poids.
14673,Raul demande qui c'est.
14674,Je dis : Quigg n'enseignait pas dans une école.
14675,C'est le point qui va vous étonner.
14676,Madeleine et moi l'avions surnommée.
14677,Vous vous livrez à des suppositions.
14678,Si une amélioration survenait.
14679,Je n'ai pas été présenté à Emil Cahane.
14680,Une tasse de thé fumait.
14681,Il est sorti.
14682,Petra achevait un deuxième tour.
14683,Je conclus : Le lien entre Quigg et l'assassin.
14684,Je me retrouverais aussi sur la sellette.
14685,"Dans ce cas, prenons la voiture."
14686,C'était du shérif de Malibu.
14687,Son pied blessé fut bandé.
14688,Il exerçait sans licence.
14689,Nous avons prié de nous faire discrets.
14690,Ça me turlupinait beaucoup.
14691,C'était pire d'une certaine manière.
14692,"C'est qui, votre suspect?"
14693,Chez Barneys. Aux soldes privés VIP.
14694,Il s'assit ensuite pour m'imiter.
14695,On l'a pincé alors.
14696,Il annonçait une augmentation.
14697,Cette attaque suffit à réduire gaillards.
14698,Ils avaient un teint halé.
14699,J'interrogerais les bureaux d'assistance sociale.
14700,Elle aurait fait un esclandre.
14701,Il voulait des substances stupéfiantes.
14702,Elle a peut-être flairé quelque chose.
14703,Harrie ne se trimballait peut-être pas.
14704,C'est un thérapeute.
14705,L'immeuble était un losange.
14706,Ces enfants sont aujourd'hui adultes.
14707,Il était le responsable désigné.
14708,Elles continuent de faire comme s'il n'existait pas.
14709,Il s'est refermé comme une huître.
14710,On est svelte et jolie !
14711,J'avais toujours rêvé d'emprunter ce canal.
14712,Les épaules de Huggler s'agitèrent.
14713,Sans quoi je n'aurais pas accepté le poste.
14714,"S'il l'a fait, il s'attendait à être démasqué."
14715,La menotte à son poignet cliqueta.
14716,Ostrovine se rapproche d'elle.
14717,Nous avions quantité de professeurs.
14718,Sa voix était chevrotante.
14719,Je doutais qu'ils me contactent.
14720,Ses poignets étaient menottés et chevilles ligotées.
14721,Mais pas sa chambre.
14722,Peut-être cherchait-il les chiens.
14723,C'était des années plus tard.
14724,Elle a le cœur endurci.
14725,Ou apprendre une nouvelle technique.
14726,Je vais vous montrer tout ça.
14727,"Croyez-moi, ce n'était qu'un délire."
14728,Le dispatcher croyait à une ado.
14729,Ça vous serre le cœur.
14730,C'était de longue haleine.
14731,J'étais époustouflé par l'ambition.
14732,Huggler est susceptible de craquer.
14733,"Me voici donc, docteur."
14734,"Je te comprends, mon vieux."
14735,Elle se gonfla comme une voile.
14736,Avec des horaires tranquilles.
14737,Il engloutit une bouchée de gâteau.
14738,Aussi des outils pour travailler le bois.
14739,Seules des veines étaient touchées.
14740,C'était un thérapeute d'exception.
14741,Elle sortait peu.
14742,Même sentiment d'arriver.
14743,John Banforth soupira.
14744,Colin Quigg en avait-il fait l'expérience ?
14745,Je suivais son évolution.
14746,J'ai vérifié chez un marchand.
14747,Il boitillait et peinait.
14748,Elle était à table pour déjeuner.
14749,Elle les égorgeait devant lui.
14750,L'enjeu est de retrouver un assassin.
14751,"C'est tout, lieutenant."
14752,Cynisme et sagesse.
14753,Il n'y a aucune réaction pour la photo.
14754,La bouche était ouverte.
14755,Vous avez été élève de maman.
14756,Ma sœur Ava et moi trouvions ça hilarant.
14757,L'établissement a fermé plus tard.
14758,Avez-vous vu quelque chose ?
14759,Borchard prit la feuille.
14760,Milo prit trois lignes téléphoniques.
14761,Milo m'avait donné ce numéro.
14762,"Ça, pour être des spécimens..."
14763,Les lignes de police n'affichent pas.
14764,"C'était en psychiatrie, échelon un."
14765,Il était appuyé au dossier.
14766,Elle écoute davantage qu'elle n'exprime.
14767,Elles sont plus strictes que tout.
14768,Il n'avait aucune crainte.
